TotalSteps,Calories,SedentaryMinutes,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes
10035,1495,754,6.710000038,6.710000038,0,2.029999971,2.130000114,2.549999952,0,31,46,153
7641,1433,801,5.110000134,5.110000134,0,0.319999993,0.970000029,3.819999933,0,5,23,214
9010,1468,644,6.059999943,6.059999943,0,1.049999952,1.75,3.25999999,0,15,42,183
13459,1625,663,9,9,0,2.029999971,4,2.970000029,0,31,83,153
10415,1529,600,6.96999979,6.96999979,0,0.699999988,2.349999905,3.920000076,0,11,58,205
11663,1584,605,7.800000191,7.800000191,0,0.25,3.730000019,3.819999933,0,4,95,214
12414,1638,738,8.779999733,8.779999733,0,2.24000001,2.450000048,3.960000038,0,19,67,221
11658,1554,845,7.829999924,7.829999924,0,0.200000003,4.349999905,3.279999971,0,2,98,164
6093,1397,712,4.079999924,4.079999924,0,0,0,4.059999943,0,0,0,242
8911,1481,731,5.960000038,5.960000038,0,2.329999924,0.579999983,3.059999943,0,33,12,188
12058,1638,724,8.069999695,8.069999695,0,0,4.21999979,3.849999905,0,0,92,252
14112,1655,660,10,10,0,3.269999981,4.559999943,2.170000076,0,30,95,129
11177,1570,781,8.479999542,8.479999542,0,5.619999886,0.430000007,2.410000086,0,50,9,133
11388,1551,797,7.619999886,7.619999886,0,0.449999988,4.21999979,2.950000048,0,7,95,170
7193,1377,714,5.039999962,5.039999962,0,0,0.419999987,4.619999886,0,0,10,176
7114,1407,804,4.880000114,4.880000114,0,1.370000005,0.289999992,3.220000029,0,15,8,190
10645,1545,744,7.75,7.75,0,3.74000001,1.299999952,2.710000038,0,36,32,150
13238,1650,687,9.199999809,9.199999809,0,3.690000057,2.099999905,3.410000086,0,43,52,194
10414,1501,691,7.070000172,7.070000172,0,2.670000076,1.980000019,2.410000086,0,41,40,124
16520,1760,713,11.05000019,11.05000019,0,1.539999962,6.480000019,3.019999981,0,24,143,176
14335,1710,594,9.590000153,9.590000153,0,3.319999933,1.74000001,4.53000021,0,47,41,258
13559,1628,852,9.43999958,9.43999958,0,1.809999943,4.579999924,2.890000105,0,14,96,142
12312,1618,680,8.579999924,8.579999924,0,1.75999999,4.110000134,2.710000038,0,14,88,178
11677,1590,676,8.279999733,8.279999733,0,3.109999895,2.50999999,2.670000076,0,29,55,168
11550,1574,703,7.730000019,7.730000019,0,0,4.130000114,3.589999914,0,0,86,208
13585,1633,688,9.090000153,9.090000153,0,0.680000007,5.239999771,3.170000076,0,9,116,171
14687,1667,1159,10.07999992,10.07999992,0,0.769999981,5.599999905,3.549999952,0,8,122,151
13072,1630,676,8.779999733,8.779999733,0,0.07,5.400000095,3.309999943,0,1,115,196
746,52,13,0.5,0.5,0,0.370000005,0,0.129999995,0,4,0,9
8539,3654,712,6.119999886,6.119999886,0,0.150000006,0.239999995,5.679999828,0,4,15,331
0,1981,1440,0,0,0,0,0,0,0,0,0,0
108,2011,1437,0.079999998,0.079999998,0,0,0,0.029999999,0,0,0,3
1882,2951,1299,1.350000024,1.350000024,0,0.209999993,0.360000014,0.769999981,0,36,18,87
1982,3051,1222,1.419999957,1.419999957,0,0.449999988,0.370000005,0.589999974,0,65,21,55
16,1990,1438,0.01,0.01,0,0,0,0.01,0,0,0,2
62,1995,1438,0.039999999,0.039999999,0,0,0,0.039999999,0,0,0,2
0,1980,1440,0,0,0,0,0,0,0,0,0,0
0,1980,1440,0,0,0,0,0,0,0,0,0,0
0,1980,1440,0,0,0,0,0,0,0,0,0,0
0,1980,1440,0,0,0,0,0,0,0,0,0,0
0,1980,1440,0,0,0,0,0,0,0,0,0,0
0,1980,1440,0,0,0,0,0,0,0,0,0,0
0,1980,1440,0,0,0,0,0,0,0,0,0,0
0,1980,1440,0,0,0,0,0,0,0,0,0,0
0,1980,1440,0,0,0,0,0,0,0,0,0,0
0,1980,1440,0,0,0,0,0,0,0,0,0,0
0,1980,1440,0,0,0,0,0,0,0,0,0,0
0,1980,1440,0,0,0,0,0,0,0,0,0,0
0,1980,1440,0,0,0,0,0,0,0,0,0,0
475,2207,1350,0.340000004,0.340000004,0,0,0.039999999,0.289999992,0,0,11,31
4496,2828,950,3.220000029,3.220000029,0,0,0,3.150000095,0.050000001,0,0,174
10252,3879,531,7.349999905,7.349999905,0,0.670000017,1.039999962,5.579999924,0,13,46,346
11728,3429,916,8.430000305,8.430000305,0,2.619999886,1.679999948,4.039999962,0.07,38,42,196
4369,2704,855,3.130000114,3.130000114,0,0,0,3.099999905,0.01,0,0,177
6132,2975,1256,4.400000095,4.400000095,0,0,0,3.579999924,0,0,0,184
5862,3089,775,4.199999809,4.199999809,0,0,0,4.150000095,0,0,0,263
4556,2785,1225,3.269999981,3.269999981,0,0.200000003,0.119999997,2.940000057,0,3,5,173
5546,2926,774,3.980000019,3.980000019,0,0,0,3.869999886,0.039999999,0,0,206
3689,2645,1296,2.650000095,2.650000095,0,0.109999999,0.170000002,2.329999924,0,2,8,134
590,1120,721,0.419999987,0.419999987,0,0,0,0.409999996,0,0,0,21
5394,2286,1276,4.03000021,4.03000021,0,0,0,3.940000057,0,0,0,164
5974,2306,1280,4.46999979,4.46999979,0,0,0,4.369999886,0,0,0,160
0,1776,1440,0,0,0,0,0,0,0,0,0,0
3984,1527,873,2.950000048,2.950000048,0,0.209999993,0.25999999,2.440000057,0,3,6,88
7753,2115,1440,5.199999809,5.199999809,0,0,0,0,0,0,0,0
8204,2135,1234,5.5,5.5,0,0.529999971,0.589999974,1.309999943,0,8,15,96
10210,2302,589,6.880000114,6.880000114,0,0.109999999,0.330000013,6.440000057,0,1,9,339
5664,1985,752,3.799999952,3.799999952,0,0,0,3.799999952,0,0,0,228
4744,1884,724,3.180000067,3.180000067,0,0,0,3.180000067,0,0,0,194
29,1464,1363,0.02,0.02,0,0,0,0.02,0,0,0,3
2276,1632,824,1.549999952,1.549999952,0,0.07,0.330000013,1.120000005,0,1,9,58
8925,2200,604,5.989999771,5.989999771,0,0,0,5.989999771,0,0,0,311
8954,2220,671,6.010000229,6.010000229,0,0,0.680000007,5.309999943,0,0,18,306
3702,1792,1265,2.480000019,2.480000019,0,0,0,0.349999994,0,0,0,34
4500,1886,709,3.019999981,3.019999981,0,0.059999999,0.810000002,2.150000095,0,1,19,176
4935,1945,546,3.309999943,3.309999943,0,0,0,3.309999943,0,0,0,233
4081,1880,692,2.74000001,2.74000001,0,0.059999999,0.200000003,2.470000029,0,1,5,191
9259,2314,544,6.210000038,6.210000038,0,0,0.280000001,5.929999828,0,0,8,390
9899,2236,649,6.639999866,6.639999866,0,0.569999993,0.920000017,5.150000095,0,8,21,288
10780,2324,680,7.230000019,7.230000019,0,0.409999996,1.919999957,4.909999847,0,6,47,300
10817,2367,552,7.28000021,7.28000021,0,1.00999999,0.330000013,5.940000057,0,13,8,359
7990,2175,624,5.360000134,5.360000134,0,0.449999988,0.790000021,4.119999886,0,6,18,289
8221,2092,695,5.519999981,5.519999981,0,0.400000006,1.610000014,3.50999999,0,6,38,196
1251,1593,836,0.839999974,0.839999974,0,0,0,0.839999974,0,0,0,67
9261,2270,585,6.239999771,6.239999771,0,0,0.439999998,5.710000038,0,0,11,344
9648,2235,669,6.46999979,6.46999979,0,0.579999983,1.070000052,4.829999924,0,8,26,287
10429,2282,1106,7.019999981,7.019999981,0,0.589999974,0.579999983,5.849999905,0,8,13,313
13658,2530,957,9.489999771,9.489999771,0,2.630000114,1.409999967,5.449999809,0,27,34,328
9524,2266,692,6.420000076,6.420000076,0,0.409999996,0.469999999,5.460000038,0,6,11,314
7937,2158,586,5.329999924,5.329999924,0,0.189999998,1.049999952,4.079999924,0,3,28,279
3672,1792,603,2.460000038,2.460000038,0,0,0,2.460000038,0,0,0,153
10378,2345,490,6.960000038,6.960000038,0,0.140000001,0.560000002,6.25,0,2,14,374
9487,2260,555,6.369999886,6.369999886,0,0.209999993,0.460000008,5.699999809,0,3,12,329
9129,2232,574,6.130000114,6.130000114,0,0.200000003,0.74000001,5.179999828,0,3,18,311
17,257,0,0.01,0.01,0,0,0,0.01,0,0,0,2
10122,2955,1440,7.78000021,7.78000021,0,0,0,0,0,0,0,0
10993,3092,1275,8.449999809,8.449999809,0,0.059999999,0.629999995,3.880000114,0,1,14,150
8863,2998,945,6.820000172,6.820000172,0,0.129999995,1.070000052,5.619999886,0,10,35,219
8758,3066,837,6.730000019,6.730000019,0,0,0,6.730000019,0,0,0,299
6580,3073,609,5.059999943,5.059999943,0,0.209999993,0.400000006,4.449999809,0,6,9,253
4660,2572,721,3.579999924,3.579999924,0,0,0,3.579999924,0,0,0,201
11009,3274,1017,9.100000381,9.100000381,0,3.559999943,0.400000006,5.139999866,0,27,8,239
10181,3015,704,7.829999924,7.829999924,0,1.370000005,0.689999998,5.769999981,0,20,16,249
10553,3083,696,8.119999886,8.119999886,0,1.100000024,1.720000029,5.289999962,0,19,42,228
10055,3069,853,7.730000019,7.730000019,0,0.370000005,0.389999986,6.980000019,0,7,12,272
12139,3544,945,9.340000153,9.340000153,0,3.299999952,1.110000014,4.920000076,0,77,25,220
13236,3306,749,10.18000031,10.18000031,0,4.5,0.319999993,5.349999905,0,58,5,215
10243,2885,584,7.880000114,7.880000114,0,1.080000043,0.50999999,6.300000191,0,14,8,239
12961,3288,1054,9.970000267,9.970000267,0,0.730000019,1.399999976,7.840000153,0,11,31,301
9461,2929,673,7.28000021,7.28000021,0,0.939999998,1.059999943,5.269999981,0,14,23,224
11193,3074,684,8.609999657,8.609999657,0,0.699999988,2.50999999,5.389999866,0,11,48,241
10074,2969,878,7.75,7.75,0,1.289999962,0.430000007,6.03000021,0,19,9,234
9232,2979,1175,7.099999905,7.099999905,0,0.800000012,0.889999986,5.420000076,0,13,16,236
12533,3283,537,9.640000343,9.640000343,0,0.699999988,2,6.940000057,0,14,43,300
10255,2926,579,7.889999866,7.889999866,0,1.00999999,0.680000007,6.199999809,0,12,15,241
10096,3147,935,8.399999619,8.399999619,0,3.769999981,0.079999998,4.550000191,0,33,4,204
12727,3290,984,9.789999962,9.789999962,0,1.129999995,0.779999971,7.880000114,0,18,18,306
12375,3162,632,9.520000458,9.520000458,0,2.789999962,0.930000007,5.800000191,0,35,21,251
9603,2899,896,7.380000114,7.380000114,0,0.629999995,1.669999957,5.090000153,0,12,39,199
13175,3425,1100,10.13000011,10.13000011,0,2.109999895,2.089999914,5.929999828,0,33,45,262
22770,4022,508,17.54000092,17.54000092,0,9.449999809,2.769999981,5.329999924,0,120,56,260
17298,3934,576,14.38000011,14.38000011,0,9.890000343,1.25999999,3.230000019,0,107,38,178
10218,3013,1020,7.860000134,7.860000134,0,0.340000004,0.730000019,6.789999962,0,6,19,258
10299,3061,648,7.920000076,7.920000076,0,0.810000002,0.649999976,6.460000038,0,13,14,267
10201,2954,858,7.840000153,7.840000153,0,0.529999971,0.790000021,6.53000021,0,8,18,256
3369,1623,825,2.589999914,2.589999914,0,0,0,2.589999914,0,0,0,108
3276,2113,787,2.200000048,2.200000048,0,0,0,2.200000048,0,0,0,196
2961,2095,840,1.99000001,1.99000001,0,0,0,1.99000001,0,0,0,194
3974,2194,717,2.670000076,2.670000076,0,0,0,2.670000076,0,0,0,231
7198,2496,711,4.829999924,4.829999924,0,0,0,4.829999924,0,0,0,350
3945,2180,716,2.650000095,2.650000095,0,0,0,2.650000095,0,0,0,225
2268,1933,1219,1.519999981,1.519999981,0,0,0,1.519999981,0,0,0,114
6155,2248,1247,4.239999771,4.239999771,0,2,0.289999992,1.950000048,0,25,6,162
2064,1954,895,1.389999986,1.389999986,0,0,0,1.389999986,0,0,0,121
2072,1974,841,1.389999986,1.389999986,0,0,0,1.389999986,0,0,0,137
3809,2150,756,2.559999943,2.559999943,0,0,0,2.539999962,0,0,0,215
6831,2432,706,4.579999924,4.579999924,0,0,0,4.579999924,0,0,0,317
4363,2149,1239,2.930000067,2.930000067,0,0,0,2.930000067,0,0,0,201
5002,2247,1196,3.359999895,3.359999895,0,0,0,3.359999895,0,0,0,244
3385,2070,916,2.269999981,2.269999981,0,0,0,2.269999981,0,0,0,179
6326,2291,839,4.409999847,4.409999847,0,2.410000086,0.039999999,1.960000038,0,29,1,180
7243,2361,839,5.03000021,5.03000021,0,2.619999886,0.029999999,2.380000114,0,32,1,194
4493,2203,762,3.00999999,3.00999999,0,0,0,3.00999999,0,0,0,236
4676,2196,1106,3.140000105,3.140000105,0,0,0,3.130000114,0,0,0,226
6222,2363,797,4.179999828,4.179999828,0,0,0,4.179999828,0,0,0,290
5232,2246,741,3.50999999,3.50999999,0,0,0,3.50999999,0,0,0,240
6910,2336,667,4.75,4.75,0,2.210000038,0.189999998,2.349999905,0,27,4,200
7502,2421,725,5.179999828,5.179999828,0,2.480000019,0.109999999,2.579999924,0,30,2,233
2923,2070,897,1.960000038,1.960000038,0,0,0,1.960000038,0,0,0,180
3800,2120,734,2.549999952,2.549999952,0,0.119999997,0.239999995,2.180000067,0,2,6,185
4514,2211,809,3.029999971,3.029999971,0,0,0,3.029999971,0,0,0,229
5183,2123,866,3.589999914,3.589999914,0,2.130000114,0.189999998,1.25,0,26,4,108
7303,2423,733,4.900000095,4.900000095,0,0,0.25,4.650000095,0,0,8,308
5275,2281,641,3.539999962,3.539999962,0,0,0,3.539999962,0,0,0,266
3915,2181,783,2.630000114,2.630000114,0,0,0,2.630000114,0,0,0,231
9105,2499,622,6.110000134,6.110000134,0,2.25,1,2.859999895,0,34,22,232
768,1212,380,0.519999981,0.519999981,0,0,0,0.519999981,0,0,0,58
5135,1909,1122,3.390000105,3.390000105,0,0,0,3.390000105,0,0,0,318
4978,1722,1287,3.289999962,3.289999962,0,1.24000001,0.439999998,1.610000014,0,19,7,127
6799,1922,1161,4.489999771,4.489999771,0,0,0,4.489999771,0,0,0,279
7795,2121,1131,5.150000095,5.150000095,0,0.589999974,0.839999974,3.730000019,0,17,30,262
7289,1997,1112,4.820000172,4.820000172,0,0.550000012,0.75,3.5,0,8,12,308
9634,2117,1110,6.400000095,6.400000095,0,0.550000012,1.139999986,4.710000038,0,7,19,304
8940,2116,1080,5.909999847,5.909999847,0,0.980000019,0.930000007,4,0,14,15,331
5401,1876,1182,3.569999933,3.569999933,0,0.050000001,0.360000014,3.160000086,0,1,9,248
4803,1788,1218,3.170000076,3.170000076,0,0,0,3.170000076,0,0,0,222
13743,2486,844,9.079999924,9.079999924,0,0.419999987,0.970000029,7.699999809,0,6,21,432
9601,2094,1122,6.349999905,6.349999905,0,1.370000005,1.5,3.470000029,0,20,25,273
6890,2085,1122,4.550000191,4.550000191,0,0.340000004,0.200000003,4.010000229,0,5,5,308
8563,2173,1045,5.659999847,5.659999847,0,0,0,5.650000095,0,0,0,395
8095,2225,993,5.349999905,5.349999905,0,0.589999974,0.25,4.510000229,0,18,10,340
9148,2223,1062,6.050000191,6.050000191,0,0.430000007,2.029999971,3.589999914,0,12,41,283
9557,2098,1087,6.320000172,6.320000172,0,1.960000038,0.889999986,3.460000038,0,27,14,312
9451,2185,985,6.25,6.25,0,0.02,0.270000011,5.949999809,0,1,11,367
7833,1918,1096,5.179999828,5.179999828,0,1.019999981,1.850000024,2.309999943,0,15,29,197
10319,2105,1111,6.820000172,6.820000172,0,0.469999999,1.889999986,4.460000038,0,7,29,293
3428,1692,1121,2.269999981,2.269999981,0,0,0,2.269999981,0,0,0,190
7891,2066,1057,5.21999979,5.21999979,0,0,0,5.21999979,0,0,0,383
5267,1953,1172,3.480000019,3.480000019,0,0.600000024,0.280000001,2.599999905,0,21,10,237
5232,1842,1188,3.460000038,3.460000038,0,0,0,3.460000038,0,0,0,252
10611,2262,1048,7.010000229,7.010000229,0,1.00999999,0.5,5.510000229,0,14,8,370
3755,1722,1238,2.480000019,2.480000019,0,0,0,2.480000019,0,0,0,202
8237,1973,1116,5.440000057,5.440000057,0,1.610000014,1,2.829999924,0,23,16,233
6543,2666,1019,4.329999924,4.329999924,0,1.799999952,0.5,2.019999981,0,66,35,238
11451,2223,1065,7.570000172,7.570000172,0,0.430000007,1.620000005,5.519999981,0,6,30,339
6435,1889,1191,4.25,4.25,0,0.74000001,1.120000005,2.390000105,0,11,18,220
9108,2131,1081,6.019999981,6.019999981,0,0.25999999,1.820000052,3.940000057,0,4,31,324
6307,1452,736,4.170000076,4.170000076,0,0,0,4.170000076,0,0,0,247
7213,2947,718,5.880000114,5.880000114,0,0,0,5.849999905,0,0,0,263
6877,2898,777,5.579999924,5.579999924,0,0,0,5.579999924,0,0,0,258
7860,2984,772,6.369999886,6.369999886,0,0,0,6.369999886,0,0,0,271
6506,2896,944,5.28000021,5.28000021,0,0.07,0.419999987,4.789999962,0,1,8,256
11140,3328,556,9.029999733,9.029999733,0,0.239999995,1.25,7.539999962,0,3,24,335
12692,3394,437,10.28999996,10.28999996,0,0.959999979,3.460000038,5.880000114,0,12,66,302
9105,3013,890,7.380000114,7.380000114,0,1.820000052,1.49000001,4.070000172,0,22,30,191
6708,2812,757,5.440000057,5.440000057,0,0.879999995,0.370000005,4.190000057,0,10,8,179
8793,3061,717,7.130000114,7.130000114,0,0.159999996,1.230000019,5.730000019,0,2,29,260
6530,2729,901,5.300000191,5.300000191,0,0.310000002,2.049999952,2.940000057,0,4,41,144
1664,2241,1341,1.350000024,1.350000024,0,0,0,1.350000024,0,0,0,72
15126,3691,469,12.27000046,12.27000046,0,0.75999999,3.24000001,8.270000458,0,9,66,408
15050,3538,542,12.22000027,12.22000027,0,1.200000048,5.119999886,5.880000114,0,15,95,281
9167,3064,730,7.429999828,7.429999828,0,0.49000001,0.819999993,6.110000134,0,6,15,270
6108,2784,765,4.949999809,4.949999809,0,0.07,0.349999994,4.539999962,0,1,8,216
7047,2908,733,5.71999979,5.71999979,0,0.090000004,0.800000012,4.78000021,0,1,16,238
9023,3033,738,7.320000172,7.320000172,0,1.129999995,0.419999987,5.769999981,0,14,9,232
9930,3165,692,8.050000191,8.050000191,0,1.059999943,0.920000017,6.070000172,0,12,19,267
10144,3115,728,8.229999542,8.229999542,0,0.319999993,2.029999971,5.880000114,0,4,36,263
0,2017,1440,0,0,0,0,0,0,0,0,0,0
7245,2859,1131,5.920000076,5.920000076,0,0.379999995,1.74000001,3.75999999,0,5,40,195
9454,3145,729,7.670000076,7.670000076,0,0,0,7.670000076,0,0,0,313
8161,3004,757,6.619999886,6.619999886,0,0.340000004,0.730000019,5.539999962,0,4,15,251
8614,3006,745,6.989999771,6.989999771,0,0.670000017,0.219999999,6.090000153,0,8,5,241
6943,2859,682,5.630000114,5.630000114,0,0.079999998,0.660000026,4.869999886,0,1,16,207
14370,3683,577,11.64999962,11.64999962,0,0.370000005,2.309999943,8.970000267,0,5,46,439
12857,3287,1019,10.43000031,10.43000031,0,0.680000007,6.210000038,3.539999962,0,9,125,192
8232,2990,746,6.679999828,6.679999828,0,0,0.569999993,6.099999905,0,0,12,253
10613,3172,701,8.609999657,8.609999657,0,0.079999998,1.879999995,6.650000095,0,1,37,262
9810,3069,784,7.960000038,7.960000038,0,0.779999971,2.160000086,4.980000019,0,10,41,235
2752,1240,241,2.230000019,2.230000019,0,0,0,2.230000019,0,0,0,68
11596,2026,767,7.570000172,7.570000172,0,1.370000005,0.790000021,5.409999847,0,19,13,277
4832,1718,647,3.160000086,3.160000086,0,0,0,3.160000086,0,0,0,226
17022,2324,693,11.11999989,11.11999989,0,4,2.450000048,4.670000076,0,61,41,256
16556,2254,689,10.85999966,10.85999966,0,4.159999847,1.980000019,4.710000038,0,58,38,239
5771,1831,521,3.769999981,3.769999981,0,0,0,3.769999981,0,0,0,288
655,1397,943,0.430000007,0.430000007,0,0,0,0.430000007,0,0,0,46
3727,1683,622,2.430000067,2.430000067,0,0,0,2.430000067,0,0,0,206
15482,2284,756,10.10999966,10.10999966,0,4.28000021,1.659999967,4.179999828,0,69,28,249
2713,1570,598,1.769999981,1.769999981,0,0,0,1.769999981,0,0,0,148
12346,2066,801,8.06000042,8.06000042,0,2.950000048,2.160000086,2.960000038,0,47,42,177
11682,2105,781,7.630000114,7.630000114,0,1.379999995,0.629999995,5.599999905,0,25,16,270
4112,1776,443,2.690000057,2.690000057,0,0,0,2.680000067,0,0,0,272
1807,1507,582,1.179999948,1.179999948,0,0,0,1.179999948,0,0,0,104
10946,2033,732,7.190000057,7.190000057,0,2.930000067,0.569999993,3.690000057,0,51,11,201
11886,2093,750,7.760000229,7.760000229,0,2.369999886,0.930000007,4.460000038,0,40,18,238
10538,1922,745,6.880000114,6.880000114,0,1.139999986,1,4.739999771,0,16,16,206
11393,1999,727,7.630000114,7.630000114,0,3.710000038,0.75,3.170000076,0,49,13,165
12764,2169,709,8.329999924,8.329999924,0,2.789999962,0.639999986,4.909999847,0,46,15,270
1202,1463,506,0.779999971,0.779999971,0,0,0,0.779999971,0,0,0,84
5164,1747,436,3.369999886,3.369999886,0,0,0,3.369999886,0,0,0,237
9769,1996,724,6.380000114,6.380000114,0,1.059999943,0.409999996,4.900000095,0,23,9,227
12848,2116,812,8.390000343,8.390000343,0,1.5,1.200000048,5.679999828,0,26,29,247
4249,1698,651,2.769999981,2.769999981,0,0,0,2.769999981,0,0,0,224
14331,2156,692,9.510000229,9.510000229,0,3.430000067,1.659999967,4.429999828,0,44,29,241
9632,1916,761,6.289999962,6.289999962,0,1.519999981,0.540000021,4.230000019,0,21,9,229
1868,1494,902,1.220000029,1.220000029,0,0,0,1.220000029,0,0,0,96
6083,1762,505,4,4,0,0.219999999,0.469999999,3.299999952,0,3,8,210
11611,2272,667,7.579999924,7.579999924,0,2.130000114,0.889999986,4.559999943,0,59,22,251
16358,2335,707,10.71000004,10.71000004,0,3.869999886,1.610000014,5.199999809,0,61,40,265
4926,1693,628,3.220000029,3.220000029,0,0,0,3.220000029,0,0,0,195
3121,741,222,2.039999962,2.039999962,0,0.579999983,0.400000006,1.059999943,0,8,6,48
8135,3405,728,6.079999924,6.079999924,0,3.599999905,0.379999995,2.099999905,0,86,16,140
5077,2551,776,3.789999962,3.789999962,0,0.319999993,0.219999999,3.25,0,15,11,144
8596,4022,662,6.420000076,6.420000076,0,3.329999924,0.310000002,2.779999971,0,118,30,176
12087,4005,695,9.079999924,9.079999924,0,3.920000076,1.600000024,3.559999943,0,115,54,199
14269,4274,472,10.65999985,10.65999985,0,6.639999866,1.279999971,2.730000019,0,184,56,158
12231,4552,525,9.140000343,9.140000343,0,5.980000019,0.829999983,2.319999933,0,200,37,159
9893,3625,623,7.389999866,7.389999866,0,4.860000134,0.720000029,1.820000052,0,114,32,130
12574,3501,733,9.420000076,9.420000076,0,7.019999981,0.639999986,1.75999999,0,108,23,111
8330,3192,773,6.21999979,6.21999979,0,4.119999886,0.340000004,1.75999999,0,87,16,113
10830,4018,670,8.090000153,8.090000153,0,3.650000095,1.659999967,2.779999971,0,110,74,175
9172,3329,823,6.849999905,6.849999905,0,2.420000076,0.790000021,3.299999952,0,62,30,200
7638,3152,627,5.710000038,5.710000038,0,1.210000038,0.360000014,4.139999866,0,24,24,223
15764,4392,425,11.77999973,11.77999973,0,7.650000095,2.150000095,1.980000019,0,210,65,141
6393,3374,743,4.78000021,4.78000021,0,1.350000024,0.670000017,2.75999999,0,61,38,214
5325,3088,759,3.980000019,3.980000019,0,0.850000024,0.649999976,2.470000029,0,38,32,181
6805,3294,773,5.139999866,5.139999866,0,1.809999943,0.400000006,2.930000067,0,63,16,190
9841,3580,692,7.429999828,7.429999828,0,3.25,1.169999957,3.00999999,0,99,51,141
7924,3544,739,5.920000076,5.920000076,0,2.839999914,0.610000014,2.470000029,0,97,36,165
12363,4501,621,9.239999771,9.239999771,0,5.829999924,0.790000021,2.609999895,0,207,45,163
13368,4546,499,9.989999771,9.989999771,0,5.309999943,1.440000057,3.24000001,0,194,72,178
7439,3014,732,5.559999943,5.559999943,0,1.120000005,0.349999994,4.070000172,0,37,20,235
11045,3795,580,8.25,8.25,0,4.519999981,0.150000006,3.569999933,0,97,8,212
5206,2755,631,3.890000105,3.890000105,0,1.559999943,0.25,2.079999924,0,25,9,141
7550,3004,1153,5.639999866,5.639999866,0,2.5,0.469999999,2.670000076,0,45,21,143
4950,2643,1304,3.700000048,3.700000048,0,1.929999948,0.319999993,1.450000048,0,41,16,79
0,1819,1440,0,0,0,0,0,0,0,0,0,0
0,1819,1440,0,0,0,0,0,0,0,0,0,0
3421,2489,1099,2.559999943,2.559999943,0,1.429999948,0.140000001,0.99000001,0,34,11,70
8869,3841,639,6.650000095,6.650000095,0,2.559999943,0.75,3.349999905,0,104,37,194
4038,1665,257,3.039999962,3.039999962,0,1.830000043,0.300000012,0.889999986,0,45,15,63
0,1496,1440,0,0,0,0,0,0,0,0,0,0
0,1496,1440,0,0,0,0,0,0,0,0,0,0
0,1496,1440,0,0,0,0,0,0,0,0,0,0
14019,2865,921,10.59000015,10.59000015,0,0,0.280000001,10.30000019,0,0,6,513
14450,2828,502,10.90999985,10.90999985,0,0.579999983,0.850000024,9.479999542,0,7,15,518
7150,2225,702,5.400000095,5.400000095,0,0,0,5.400000095,0,0,0,312
5153,2018,759,3.910000086,3.910000086,0,0,0,3.890000105,0,0,0,241
11135,2606,425,8.409999847,8.409999847,0,0,0,8.409999847,0,0,0,480
10449,2536,587,8.020000458,8.020000458,0,2.029999971,0.479999989,5.519999981,0,26,10,349
19542,4900,579,15.01000023,15.01000023,0,0.980000019,0.400000006,5.619999886,0,11,19,294
8206,2409,413,6.199999809,6.199999809,0,0,0,6.199999809,0,0,0,402
11495,2651,468,8.680000305,8.680000305,0,0,0,8.680000305,0,0,0,512
7623,2305,711,5.760000229,5.760000229,0,0,0,5.760000229,0,0,0,362
0,1497,1440,0,0,0,0,0,0,0,0,0,0
9543,2450,1077,7.210000038,7.210000038,0,0,0.340000004,6.869999886,0,0,7,352
9411,2576,417,7.110000134,7.110000134,0,0,0,7.110000134,0,0,0,458
3403,1879,758,2.599999905,2.599999905,0,0,0,2.599999905,0,0,0,141
9592,2560,479,7.239999771,7.239999771,0,0,0,7.239999771,0,0,0,461
6987,2275,1040,5.28000021,5.28000021,0,0,0,5.28000021,0,0,0,343
8915,2361,525,6.730000019,6.730000019,0,0,0,6.730000019,0,0,0,397
4933,2044,1204,3.730000019,3.730000019,0,0,0,3.730000019,0,0,0,236
0,1496,1440,0,0,0,0,0,0,0,0,0,0
2997,1902,1279,2.25999999,2.25999999,0,0,0,2.25999999,0,0,0,156
9799,2636,479,7.400000095,7.400000095,0,0,0,7.400000095,0,0,0,487
3365,1838,673,2.680000067,2.680000067,0,0,0,2.680000067,0,0,0,133
7336,2469,456,5.539999962,5.539999962,0,0,0,5.539999962,0,0,0,412
7328,2250,517,5.53000021,5.53000021,0,0,0,5.53000021,0,0,0,318
4477,1248,125,3.380000114,3.380000114,0,0,0,3.380000114,0,0,0,197
4562,2560,1241,3.450000048,3.450000048,0,0,0,3.450000048,0,0,0,199
7142,2905,1090,5.400000095,5.400000095,0,0,0,5.389999866,0.01,0,0,350
7671,2952,1077,5.800000191,5.800000191,0,0,0,5.769999981,0.029999999,0,0,363
9501,2896,1112,7.179999828,7.179999828,0,0,0,7.170000076,0.01,0,0,328
8301,2783,1182,6.28000021,6.28000021,0,0,0,6.269999981,0.01,0,0,258
7851,3171,1172,5.940000057,5.940000057,0,1.139999986,0.790000021,4,0,31,12,225
6885,2766,1169,5.210000038,5.210000038,0,0,0,5.190000057,0.02,0,0,271
7142,2839,1119,5.400000095,5.400000095,0,0,0,5.389999866,0.01,0,0,321
6361,2701,1182,4.809999943,4.809999943,0,0,0,4.800000191,0.01,0,0,258
0,2060,1440,0,0,0,0,0,0,0,0,0,0
